45589	Zhuhai	113.9582 	21.8243 
45590	Zhuhai	113.9585 	21.8240 
45591	Zhuhai	113.9585 	21.8229 
45592	Zhuhai	113.9585 	21.8226 
45593	Zhuhai	113.9585 	21.8221 
45594	Zhuhai	113.9582 	21.8215 
45595	Zhuhai	113.9579 	21.8210 
45596	Zhuhai	113.9576 	21.8207 
45597	Zhuhai	113.9574 	21.8204 
45598	Zhuhai	113.9565 	21.8204 
45599	Zhuhai	113.9560 	21.8207 
45600	Zhuhai	113.9554 	21.8215 
45601	Zhuhai	113.9554 	21.8224 
45602	Zhuhai	113.9565 	21.8240 
45603	Zhuhai	113.9571 	21.8243 
45604	Zhuhai	113.9582 	21.8243 
45605	Zhuhai	113.9582 	21.8243 
45606	Zhuhai	113.9743 	21.8232 
45607	Zhuhai	113.9751 	21.8229 
45608	Zhuhai	113.9757 	21.8221 
45609	Zhuhai	113.9760 	21.8215 
45610	Zhuhai	113.9760 	21.8210 
45611	Zhuhai	113.9754 	21.8204 
45612	Zhuhai	113.9728 	21.8204 
45613	Zhuhai	113.9726 	21.8204 
45614	Zhuhai	113.9721 	21.8210 
45615	Zhuhai	113.9718 	21.8215 
45616	Zhuhai	113.9718 	21.8221 
45617	Zhuhai	113.9726 	21.8226 
45618	Zhuhai	113.9737 	21.8232 
45619	Zhuhai	113.9743 	21.8232 
45620	Zhuhai	113.9743 	21.8232 
45621	Zhuhai	113.9632 	21.8299 
45622	Zhuhai	113.9640 	21.8290 
45623	Zhuhai	113.9649 	21.8282 
45624	Zhuhai	113.9649 	21.8268 
45625	Zhuhai	113.9665 	21.8251 
45626	Zhuhai	113.9668 	21.8249 
45627	Zhuhai	113.9671 	21.8249 
45628	Zhuhai	113.9674 	21.8246 
45629	Zhuhai	113.9674 	21.8237 
45630	Zhuhai	113.9671 	21.8232 
45631	Zhuhai	113.9668 	21.8229 
45632	Zhuhai	113.9657 	21.8229 
45633	Zhuhai	113.9657 	21.8246 
45634	Zhuhai	113.9654 	21.8249 
45635	Zhuhai	113.9651 	21.8251 
45636	Zhuhai	113.9638 	21.8265 
45637	Zhuhai	113.9629 	21.8271 
45638	Zhuhai	113.9626 	21.8274 
45639	Zhuhai	113.9626 	21.8279 
45640	Zhuhai	113.9626 	21.8290 
45641	Zhuhai	113.9626 	21.8296 
45642	Zhuhai	113.9629 	21.8299 
45643	Zhuhai	113.9632 	21.8299 
45644	Zhuhai	113.9632 	21.8299 
45645	Zhuhai	113.1599 	21.8774 
45646	Zhuhai	113.1599 	21.8771 
45647	Zhuhai	113.1615 	21.8771 
45648	Zhuhai	113.1624 	21.8765 
45649	Zhuhai	113.1626 	21.8762 
45650	Zhuhai	113.1626 	21.8749 
45651	Zhuhai	113.1629 	21.8746 
45652	Zhuhai	113.1640 	21.8746 
45653	Zhuhai	113.1646 	21.8751 
45654	Zhuhai	113.1650 	21.8751 
45655	Zhuhai	113.1657 	21.8751 
45656	Zhuhai	113.1657 	21.8735 
45657	Zhuhai	113.1651 	21.8721 
45658	Zhuhai	113.1668 	21.8671 
45659	Zhuhai	113.1671 	21.8665 
45660	Zhuhai	113.1674 	21.8662 
45661	Zhuhai	113.1685 	21.8651 
45662	Zhuhai	113.1690 	21.8649 
45663	Zhuhai	113.1704 	21.8649 
45664	Zhuhai	113.1724 	21.8635 
45665	Zhuhai	113.1726 	21.8632 
45666	Zhuhai	113.1726 	21.8626 
45667	Zhuhai	113.1735 	21.8618 
45668	Zhuhai	113.1746 	21.8615 
45669	Zhuhai	113.1765 	21.8615 
45670	Zhuhai	113.1779 	21.8618 
45671	Zhuhai	113.1796 	21.8632 
45672	Zhuhai	113.1799 	21.8638 
45673	Zhuhai	113.1799 	21.8647 
45674	Zhuhai	113.1799 	21.8649 
45675	Zhuhai	113.1801 	21.8657 
45676	Zhuhai	113.1807 	21.8662 
45677	Zhuhai	113.1813 	21.8668 
45678	Zhuhai	113.1815 	21.8671 
45679	Zhuhai	113.1837 	21.8679 
45680	Zhuhai	113.1860 	21.8690 
45681	Zhuhai	113.1871 	21.8699 
45682	Zhuhai	113.1871 	21.8704 
45683	Zhuhai	113.1868 	21.8707 
45684	Zhuhai	113.1865 	21.8710 
45685	Zhuhai	113.1862 	21.8715 
45686	Zhuhai	113.1862 	21.8718 
45687	Zhuhai	113.1868 	21.8724 
45688	Zhuhai	113.1874 	21.8726 
45689	Zhuhai	113.1896 	21.8735 
45690	Zhuhai	113.1904 	21.8735 
45691	Zhuhai	113.1904 	21.8729 
45692	Zhuhai	113.1918 	21.8724 
45693	Zhuhai	113.1932 	21.8724 
45694	Zhuhai	113.1932 	21.8726 
